Temperature (K),Pression (Pa),Altitude above local surface (m),Monthly mean surface H2O layer (kg/m2),Monthly mean surface CO2 ice layer (kg/m2),Water vapor column (kg/m2),Water ice column (kg/m2),Water ice mixing ratio (mol/mol),Water ice effective radius (m),GCM perennial surface water ice (0 or 1),H column (kg/m2),H2 column (kg/m2),Electron number density (m-3),Total electronic content
164.709,450.697,10.0,0.0104667,0.0920119,0.000999061,0.0005661,4.11434e-05,9.88476e-06,0.0,6.40947e-09,0.000150486,0.885593,60471000000.0
174.165,394.862,10.0,0.00102735,0.000251239,0.00156702,0.000323336,3.88005e-05,1.05165e-05,0.0,5.84775e-09,0.000128241,0.840896,42026700000.0
179.615,434.276,10.0,0.00068398,0.0,0.00273632,0.000252125,3.46388e-05,1.24119e-05,0.0,5.59203e-09,0.000140513,0.925656,27903500000.0
184.709,442.991,10.0,0.000285307,0.0,0.00392208,0.000168859,3.31003e-05,1.28513e-05,0.0,5.47974e-09,0.000142389,0.917577,18126200000.0
190.409,404.859,10.0,6.49971e-05,0.0,0.00447762,6.16004e-05,3.01362e-05,1.02722e-05,0.0,5.44191e-09,0.000128701,0.788687,11915200000.0
196.567,406.044,10.0,8.34872e-06,0.0,0.00545326,3.66563e-05,1.25688e-05,9.98378e-06,0.0,5.44002e-09,0.000128272,0.700058,8202210000.0
201.96,416.321,10.0,5.47652e-07,0.0,0.00670913,4.78196e-05,3.98903e-06,1.22962e-05,0.0,5.45252e-09,0.000131479,0.600129,6328250000.0
204.762,426.554,10.0,3.02095e-09,0.0,0.00793809,8.40511e-05,1.96869e-07,0.0,0.0,5.464e-09,0.000134973,0.520971,5575830000.0
206.066,454.36,10.0,1.37285e-09,0.0,0.00940511,0.000106377,7.99077e-08,0.0,0.0,5.49357e-09,0.000144091,0.487798,5284310000.0
209.186,421.662,10.0,1.83182e-11,0.0,0.00885093,9.35179e-05,1.67028e-08,0.0,0.0,5.55444e-09,0.000133696,0.409061,5105070000.0
214.433,431.145,10.0,5.67692e-13,0.0,0.00942466,6.56308e-05,1.52068e-09,0.0,0.0,5.65085e-09,0.000137019,0.396601,5321420000.0
217.46,526.706,10.0,1.14489e-13,0.0,0.0126609,5.6207e-05,1.39703e-11,0.0,0.0,5.76104e-09,0.00016721,0.482908,5933020000.0
216.291,634.437,10.0,2.27245e-14,0.0,0.0164126,6.5742e-05,1.09891e-12,0.0,0.0,5.83312e-09,0.000200114,0.589424,6242900000.0
214.553,629.362,10.0,1.73355e-16,0.0,0.0173928,0.000108747,5.80263e-14,0.0,0.0,5.82212e-09,0.000196277,0.585512,6030230000.0
214.968,640.984,10.0,1.30277e-16,0.0,0.018446,0.000252072,4.362e-14,0.0,0.0,5.75202e-09,0.000197542,0.564698,5657820000.0
217.959,624.301,10.0,6.32972e-18,0.0,0.0185411,0.000499446,5.67745e-15,0.0,0.0,5.68258e-09,0.000190534,0.481378,5177500000.0
222.47,568.44,10.0,3.56554e-18,0.0,0.0183521,0.000840983,3.43798e-15,0.0,0.0,5.67032e-09,0.000172315,0.370841,4541400000.0
225.955,521.04,10.0,2.05924e-14,0.0,0.0186538,0.00123429,1.40208e-12,0.0,0.0,5.73376e-09,0.000157513,0.307539,4042930000.0
227.307,466.76,10.0,1.3974e-14,0.0,0.0176632,0.00145029,1.15182e-12,0.0,0.0,5.85536e-09,0.000141193,0.269364,3803050000.0
228.309,467.456,10.0,6.27909e-15,0.0,0.0185012,0.0014168,9.94318e-13,0.0,0.0,6.00038e-09,0.000141465,0.265921,3880710000.0
229.811,538.959,10.0,3.11858e-15,0.0,0.0220506,0.00112775,4.52192e-13,0.0,0.0,6.14418e-09,0.000162634,0.298167,4430890000.0
225.417,694.505,10.0,6.33546e-12,0.0,0.0273255,0.000869584,6.10491e-12,0.0,0.0,6.30327e-09,0.00020782,0.381541,5325780000.0
220.798,721.015,10.0,1.8112e-08,0.0,0.0270171,0.00072173,7.54583e-08,0.0,0.0,6.52051e-09,0.000213778,0.382074,5936230000.0
219.277,714.608,10.0,1.1921e-07,0.0,0.0260133,0.000667703,9.22215e-07,6.12419e-06,0.0,6.90635e-09,0.000210773,0.360339,6415040000.0
218.998,719.716,10.0,8.01449e-06,0.0,0.0255486,0.000658931,3.95528e-06,5.46447e-06,0.0,7.59238e-09,0.000211108,0.351477,6926660000.0
218.869,818.113,10.0,2.9886e-05,0.0,0.0289955,0.000720159,1.11819e-05,4.47821e-06,0.0,8.66996e-09,0.000237983,0.388072,7497950000.0
219.168,721.998,10.0,9.85201e-05,0.0,0.0243856,0.000774735,1.71081e-05,4.7418e-06,0.0,1.01089e-08,0.000208642,0.331938,8150280000.0
218.708,750.145,10.0,0.00025733,0.0,0.0244316,0.000978252,2.29531e-05,1.17029e-05,0.0,1.19461e-08,0.000214158,0.333289,8825670000.0
217.129,738.85,10.0,0.000596382,0.0,0.0238093,0.00140166,3.05047e-05,1.40751e-05,0.0,1.42888e-08,0.000208148,0.311657,9429940000.0
214.972,738.866,10.0,0.00106661,0.0,0.0256164,0.0022268,5.0621e-05,1.43982e-05,0.0,1.68948e-08,0.000205285,0.287828,9886570000.0
212.057,737.311,10.0,0.00226846,0.0,0.0271975,0.00338108,8.18401e-05,1.73795e-05,0.0,1.92352e-08,0.000202485,0.269412,10131300000.0
210.751,743.489,10.0,0.00443265,0.0,0.0289252,0.00463309,0.000106985,1.37631e-05,0.0,2.09984e-08,0.000202693,0.264905,10185900000.0
209.565,743.889,10.0,0.0136045,0.0,0.0308216,0.00560136,0.000110224,1.51284e-05,0.0,2.21134e-08,0.000201898,0.262269,10051700000.0
208.782,743.222,10.0,0.0181535,0.0,0.0328937,0.00616582,0.000107467,1.98736e-05,1.0,2.2619e-08,0.000201161,0.259696,9833200000.0
206.882,737.755,10.0,0.589765,0.0,0.0344564,0.0063093,0.000118628,2.84963e-05,0.0,2.26139e-08,0.000199265,0.257075,9499250000.0
204.244,639.714,10.0,0.053261,0.0,0.0292031,0.00528337,0.000124948,3.1561e-05,1.0,2.2541e-08,0.000172679,0.223441,8955080000.0
202.195,578.887,10.0,0.0358143,0.0,0.0237899,0.00461347,0.000134775,2.74864e-05,1.0,2.30906e-08,0.000156409,0.204961,8788960000.0
141.112,293.992,10.0,3.23983,2628.9,1.01018e-06,2.24295e-05,6.06387e-06,5.18135e-06,0.0,2.4115e-08,0.000207575,1.11071,14094500000.0
141.568,337.401,10.0,0.0340455,707.584,1.02791e-06,5.83563e-05,1.03e-05,5.95158e-06,0.0,2.32909e-08,0.000250134,1.31767,14102500000.0
142.424,337.382,10.0,0.050577,716.425,1.20041e-06,7.80437e-05,1.24112e-05,6.21867e-06,0.0,2.29507e-08,0.00022662,1.30447,17060100000.0
143.085,377.147,10.0,0.0475218,715.032,1.6183e-06,0.00010758,1.41535e-05,5.80179e-06,0.0,2.26664e-08,0.000226676,1.32188,25563700000.0
143.517,346.679,10.0,0.0321005,726.432,2.35777e-06,0.000130651,1.84656e-05,5.48489e-06,0.0,2.22971e-08,0.000174919,1.08598,40719300000.0
145.145,442.757,10.0,0.0242652,614.523,4.27963e-06,0.000316442,3.17174e-05,5.69052e-06,0.0,2.14307e-08,0.000209927,1.27269,61417700000.0
145.971,431.423,10.0,0.0273586,517.403,8.88384e-06,0.000417279,4.19915e-05,6.224e-06,0.0,1.94289e-08,0.000183641,0.925305,82936900000.0
146.513,436.791,10.0,0.0394176,401.938,2.26786e-05,0.000559486,4.69427e-05,7.06493e-06,0.0,1.60483e-08,0.000173266,0.812721,98510100000.0
147.544,468.497,10.0,0.0516314,270.555,7.17582e-05,0.000773898,4.66813e-05,7.99043e-06,0.0,1.22681e-08,0.000177356,0.844327,103200000000.0
150.054,445.978,10.0,0.0509458,149.874,0.000201254,0.000741506,4.55163e-05,8.91153e-06,0.0,9.42092e-09,0.000159414,0.771924,96484200000.0
156.674,474.212,10.0,0.0402264,29.7051,0.00050607,0.000844349,5.44714e-05,9.72039e-06,0.0,7.55434e-09,0.000164279,0.830813,81467400000.0
165.171,414.489,10.0,0.0222937,0.0345124,0.000870833,0.000594411,5.06768e-05,1.05851e-05,0.0,6.44456e-09,0.000137281,0.790674,61940200000.0
172.778,458.496,10.0,0.0191189,0.0,0.00173316,0.00057728,5.64861e-05,1.06649e-05,0.0,5.92409e-09,0.00015062,0.984834,44738500000.0
182.061,447.163,10.0,0.000893459,0.0,0.00277836,0.00041763,5.70545e-05,1.09613e-05,0.0,5.69838e-09,0.000145144,0.939066,29471200000.0
190.094,459.968,10.0,0.000238697,0.0,0.00430478,0.000171809,3.40089e-05,1.35983e-05,0.0,5.62097e-09,0.000148215,0.916714,18584500000.0
194.621,462.804,10.0,2.41484e-05,0.0,0.00535316,6.18236e-05,1.76683e-05,1.36449e-05,0.0,5.62689e-09,0.000148123,0.873481,12599500000.0
198.015,458.426,10.0,1.01088e-06,0.0,0.00609831,3.22922e-05,6.45472e-06,1.12969e-05,0.0,5.65996e-09,0.000145884,0.793104,9078070000.0
202.235,442.517,10.0,6.28986e-08,0.0,0.00689502,2.96841e-05,1.86247e-06,1.16009e-05,0.0,5.68934e-09,0.000140276,0.653537,6997650000.0
207.273,402.997,10.0,1.75889e-10,0.0,0.00714242,4.25972e-05,3.2377e-08,0.0,0.0,5.71519e-09,0.000127289,0.486546,5826590000.0
210.894,414.076,10.0,1.40141e-10,0.0,0.00824492,5.93476e-05,5.57453e-09,0.0,0.0,5.77235e-09,0.000131054,0.429945,5269140000.0
214.672,407.906,10.0,4.30065e-13,0.0,0.0085508,6.32104e-05,3.6466e-10,0.0,0.0,5.87212e-09,0.000129354,0.393512,5139150000.0
218.14,519.609,10.0,1.81037e-14,0.0,0.0121096,5.87246e-05,3.4165e-12,0.0,0.0,6.01115e-09,0.000165892,0.493073,5640030000.0
218.787,523.286,10.0,1.60211e-16,0.0,0.0120382,5.50307e-05,5.93595e-14,0.0,0.0,6.13611e-09,0.000165868,0.505145,6201890000.0
219.927,597.328,10.0,1.44011e-17,0.0,0.0148981,7.05559e-05,7.04857e-15,0.0,0.0,6.22247e-09,0.000188106,0.576667,6208200000.0
219.272,635.763,10.0,6.74827e-18,0.0,0.0171699,0.000107323,6.1281e-15,0.0,0.0,6.2235e-09,0.000197699,0.600932,5985030000.0
217.99,635.686,10.0,4.77953e-18,0.0,0.0179016,0.000189234,4.4887e-15,0.0,0.0,6.15165e-09,0.000195122,0.559865,5632950000.0
219.33,623.712,10.0,1.72366e-19,0.0,0.0178546,0.000341987,2.32076e-16,0.0,0.0,6.07384e-09,0.000189925,0.486933,5154330000.0
221.909,555.951,10.0,3.41071e-19,0.0,0.0168694,0.000534122,3.63406e-16,0.0,0.0,6.04652e-09,0.000168538,0.389216,4455550000.0
223.477,464.594,10.0,2.31706e-15,0.0,0.0152495,0.000740935,1.9338e-13,0.0,0.0,6.08956e-09,0.000140076,0.296573,3810080000.0
225.178,430.611,10.0,2.3522e-13,0.0,0.015378,0.000954313,2.62804e-11,0.0,0.0,6.18519e-09,0.000129669,0.258107,3344290000.0
225.988,275.282,10.0,8.32172e-12,0.0,0.00831893,0.000997342,1.09522e-10,0.0,0.0,6.27337e-09,8.27897e-05,0.162822,3065680000.0
229.838,439.879,10.0,4.36523e-12,0.0,0.0163325,0.000912651,4.61758e-11,0.0,0.0,6.40714e-09,0.000133179,0.252729,3710150000.0
227.326,632.352,10.0,6.79038e-13,0.0,0.0233336,0.000600287,3.07599e-13,0.0,0.0,6.53331e-09,0.000189905,0.350857,4961090000.0
223.886,700.365,10.0,1.47709e-10,0.0,0.0247636,0.000574104,8.15146e-10,0.0,0.0,6.69983e-09,0.000207612,0.370839,5738270000.0
223.096,701.249,10.0,1.25125e-08,0.0,0.0244135,0.000621281,1.6912e-07,0.0,0.0,7.01318e-09,0.000206971,0.356329,6222880000.0
222.702,695.271,10.0,9.55954e-07,0.0,0.0239244,0.000652515,1.97962e-06,3.32082e-06,0.0,7.60052e-09,0.000204353,0.343484,6748850000.0
221.712,708.104,10.0,9.34062e-06,0.0,0.0241628,0.00069997,9.82052e-06,4.13281e-06,0.0,8.58958e-09,0.000206968,0.340754,7387880000.0
221.198,713.221,10.0,7.94537e-05,0.0,0.0239692,0.000806555,1.67786e-05,5.00363e-06,0.0,1.0016e-08,0.000206929,0.333289,8094670000.0
220.685,722.533,10.0,0.000234128,0.0,0.0232748,0.000938054,2.35908e-05,1.4746e-05,0.0,1.18887e-08,0.00020736,0.326319,8784380000.0
219.06,727.011,10.0,0.000561631,0.0,0.0226571,0.00129168,2.90749e-05,1.4227e-05,0.0,1.42562e-08,0.0002058,0.312868,9395180000.0
216.696,731.985,10.0,0.000912124,0.0,0.024252,0.0021282,4.81594e-05,1.86645e-05,0.0,1.68304e-08,0.00020417,0.291453,9875700000.0
213.734,737.159,10.0,0.00205651,0.0,0.0267041,0.0032444,6.79943e-05,2.13562e-05,0.0,1.91696e-08,0.000202947,0.271643,10143000000.0
212.261,741.896,10.0,0.00386253,0.0,0.0287009,0.00455511,9.45033e-05,1.43852e-05,0.0,2.09562e-08,0.000202496,0.263451,10216300000.0
209.456,749.613,10.0,0.0138354,0.0,0.0308598,0.00562993,0.000100441,1.72931e-05,1.0,2.20982e-08,0.000203528,0.264792,10116400000.0
211.954,750.108,10.0,0.0272297,0.0,0.0337561,0.00614665,9.43573e-05,2.55271e-05,0.0,2.26122e-08,0.000203036,0.258436,9893590000.0
207.303,735.698,10.0,2.7307,0.0,0.0342384,0.00622358,0.000116939,3.10416e-05,0.0,2.26179e-08,0.000198748,0.255819,9526890000.0
204.556,642.414,10.0,0.103445,0.0,0.0294055,0.00524258,0.000122516,3.26812e-05,1.0,2.25481e-08,0.000173408,0.223923,8985860000.0
202.195,579.35,10.0,0.0358143,0.0,0.0238277,0.00461998,0.000134775,2.74863e-05,1.0,2.30907e-08,0.000156532,0.205126,8788960000.0
141.112,295.059,10.0,3.23983,2628.9,1.01044e-06,2.2537e-05,6.0639e-06,5.18135e-06,0.0,2.41154e-08,0.000208482,1.11474,14094500000.0
141.621,349.78,10.0,0.0328882,699.05,1.03117e-06,6.21375e-05,1.04039e-05,5.92752e-06,0.0,2.32086e-08,0.000261297,1.3842,14146600000.0
142.286,332.353,10.0,0.0541822,724.471,1.19045e-06,7.75645e-05,1.21202e-05,6.149e-06,0.0,2.28365e-08,0.000223034,1.28426,16559100000.0
142.998,382.814,10.0,0.0674363,733.869,1.61019e-06,0.000117008,1.37616e-05,5.87288e-06,0.0,2.24962e-08,0.000227125,1.32866,25076700000.0
143.622,349.089,10.0,0.0418501,671.032,2.35391e-06,0.000143086,1.85268e-05,5.53971e-06,0.0,2.20743e-08,0.000173913,1.09712,40237500000.0
145.163,446.501,10.0,0.0250445,664.661,4.26897e-06,0.000344621,3.08133e-05,5.75339e-06,0.0,2.12403e-08,0.000209599,1.23199,60580400000.0
146.143,442.282,10.0,0.0305105,539.828,9.11514e-06,0.000461537,3.94329e-05,6.35535e-06,0.0,1.93262e-08,0.000187499,0.895249,82182100000.0
146.738,380.932,10.0,0.0385757,396.071,2.05606e-05,0.0004587,4.08836e-05,7.15793e-06,0.0,1.60385e-08,0.000147601,0.6707,96809600000.0
147.544,415.381,10.0,0.0442253,258.902,6.99081e-05,0.000602735,3.83706e-05,8.07209e-06,0.0,1.22984e-08,0.000154156,0.682154,101593000000.0
149.998,399.555,10.0,0.0492196,143.464,0.000184797,0.000649821,4.1906e-05,9.20289e-06,0.0,9.41334e-09,0.000140419,0.590817,94642000000.0
157.078,447.015,10.0,0.0512452,26.6554,0.000477502,0.000839648,5.62307e-05,1.08825e-05,0.0,7.5662e-09,0.000153253,0.64036,81089400000.0
165.852,483.073,10.0,0.0505008,0.00477692,0.000985518,0.00091641,6.49013e-05,1.28025e-05,0.0,6.52451e-09,0.000162334,0.909361,63547300000.0
173.788,483.36,10.0,0.0272657,0.0,0.00175947,0.000797134,7.12464e-05,1.28348e-05,0.0,6.04018e-09,0.0001595,1.0038,46119900000.0
182.881,464.184,10.0,0.00306181,0.0,0.00278084,0.000635954,8.42082e-05,1.07559e-05,0.0,5.83907e-09,0.000150868,0.942075,31210200000.0
191.695,463.698,10.0,0.000322912,0.0,0.00422419,0.000359005,6.53165e-05,1.23548e-05,0.0,5.78388e-09,0.000149473,0.892342,19924800000.0
198.955,443.215,10.0,1.59924e-05,0.0,0.00509911,6.7909e-05,1.41728e-05,1.52069e-05,0.0,5.81806e-09,0.000141564,0.791924,13116900000.0
202.68,436.25,10.0,6.09137e-08,0.0,0.00569251,1.72063e-05,1.9096e-06,1.3776e-05,0.0,5.89527e-09,0.000138654,0.712359,9491620000.0
206.054,454.459,10.0,2.55955e-09,0.0,0.00692946,1.52722e-05,1.44731e-07,0.0,0.0,5.9696e-09,0.000144224,0.655068,7413860000.0
209.486,454.76,10.0,7.93741e-12,0.0,0.00799735,2.37171e-05,2.205e-09,0.0,0.0,6.02432e-09,0.000144217,0.567239,6246080000.0
213.389,419.966,10.0,9.95683e-16,0.0,0.00801627,3.03896e-05,2.73265e-13,0.0,0.0,6.09699e-09,0.000133021,0.465732,5577120000.0
217.079,462.052,10.0,2.8544e-16,0.0,0.00968133,3.73746e-05,6.9778e-14,0.0,0.0,6.23484e-09,0.000146967,0.481302,5556590000.0
220.352,501.801,10.0,5.42564e-18,0.0,0.0108774,4.51799e-05,3.59893e-15,0.0,0.0,6.40587e-09,0.000160121,0.511151,6104320000.0
220.058,610.255,10.0,3.17565e-18,0.0,0.013742,4.73485e-05,2.00467e-15,0.0,0.0,6.56813e-09,0.000193839,0.619674,6630750000.0
221.038,613.418,10.0,1.01334e-18,0.0,0.0148198,6.30426e-05,1.44422e-15,0.0,0.0,6.66661e-09,0.000192902,0.607674,6374090000.0
222.714,611.364,10.0,1.06086e-18,0.0,0.0164083,0.000108879,1.21244e-15,0.0,0.0,6.67104e-09,0.000189294,0.573919,5883930000.0
221.2,635.66,10.0,7.79135e-19,0.0,0.0181179,0.000180772,8.42874e-16,0.0,0.0,6.60095e-09,0.000194225,0.543328,5518620000.0
220.412,629.727,10.0,8.96213e-20,0.0,0.0182473,0.000287753,1.21517e-16,0.0,0.0,6.52169e-09,0.000190809,0.470491,5109910000.0
221.531,589.736,10.0,1.43916e-20,0.0,0.01753,0.000394831,1.68127e-17,0.0,0.0,6.48084e-09,0.000177928,0.402446,4679490000.0
223.108,559.07,10.0,1.01133e-17,0.0,0.0176561,0.000451609,4.24937e-15,0.0,0.0,6.49266e-09,0.00016837,0.364066,4194540000.0
225.211,498.204,10.0,2.05433e-14,0.0,0.0167546,0.000447263,2.33046e-12,0.0,0.0,6.53928e-09,0.000149526,0.310973,3838570000.0
229.184,467.315,10.0,7.3232e-13,0.0,0.0163737,0.000430353,9.34222e-12,0.0,0.0,6.60668e-09,0.00014014,0.282248,3764190000.0
231.566,532.555,10.0,3.84165e-13,0.0,0.0193835,0.000401318,4.2549e-12,0.0,0.0,6.68771e-09,0.000159561,0.31337,4098930000.0
230.459,552.416,10.0,2.60629e-17,0.0,0.0196639,0.000397225,8.13315e-15,0.0,0.0,6.76178e-09,0.00016495,0.309977,4762320000.0
227.555,677.481,10.0,4.78057e-12,0.0,0.0237607,0.000477411,1.81894e-11,0.0,0.0,6.88869e-09,0.000200991,0.361158,5481680000.0
225.696,684.562,10.0,3.91061e-10,0.0,0.0234431,0.000585493,8.69461e-09,0.0,0.0,7.14666e-09,0.000202079,0.351941,6041770000.0
224.569,691.769,10.0,4.88568e-08,0.0,0.0234126,0.000647813,5.50146e-07,0.0,0.0,7.65887e-09,0.000203386,0.344152,6593500000.0
223.359,700.697,10.0,1.65447e-06,0.0,0.0237646,0.000697378,5.30873e-06,3.99943e-06,0.0,8.56012e-09,0.000205016,0.337406,7253710000.0
223.183,712.284,10.0,2.91226e-05,0.0,0.0243031,0.000825349,1.3976e-05,5.23571e-06,0.0,9.92618e-09,0.000207075,0.332836,7982650000.0
222.78,716.409,10.0,0.00014989,0.0,0.023794,0.000967318,2.08598e-05,9.82851e-06,0.0,1.17891e-08,0.000206298,0.324609,8695110000.0
220.916,712.806,10.0,0.00041996,0.0,0.0224085,0.00125387,2.99993e-05,1.29776e-05,0.0,1.4155e-08,0.00020264,0.308942,9331610000.0
218.264,728.236,10.0,0.000790157,0.0,0.0236846,0.00204838,4.53872e-05,1.48622e-05,0.0,1.67581e-08,0.000203853,0.293695,9855570000.0
215.373,732.506,10.0,0.00211716,0.0,0.0261186,0.00317386,6.56655e-05,1.828e-05,0.0,1.91231e-08,0.000202108,0.272451,10151800000.0
213.842,749.13,10.0,0.00361035,0.0,0.029366,0.00450258,8.17105e-05,1.62345e-05,0.0,2.09239e-08,0.000204617,0.265585,10237300000.0
211.029,750.29,10.0,0.0264763,0.0,0.0310841,0.00555023,9.27598e-05,1.65466e-05,0.0,2.20637e-08,0.000203796,0.263409,10127100000.0
210.043,755.972,10.0,0.0180802,0.0,0.0340111,0.00617089,9.50961e-05,3.00225e-05,1.0,2.25844e-08,0.000204642,0.262973,9895200000.0
207.713,731.807,10.0,1.10376,0.0,0.0336416,0.0060721,0.000112824,3.17183e-05,0.0,2.26013e-08,0.000197781,0.254078,9536050000.0
205.304,649.141,10.0,0.0558625,0.0,0.029712,0.00520211,0.000118373,3.25014e-05,1.0,2.25422e-08,0.000175244,0.225341,9063770000.0
202.195,579.346,10.0,0.0358143,0.0,0.0238274,0.00461993,0.000134775,2.74863e-05,1.0,2.30907e-08,0.000156531,0.205124,8788960000.0
141.112,295.342,10.0,3.23983,2628.9,1.01051e-06,2.25658e-05,6.06391e-06,5.18135e-06,0.0,2.41155e-08,0.000208724,1.11581,14094500000.0
141.723,337.195,10.0,0.0332302,699.713,1.02997e-06,5.67278e-05,1.04503e-05,5.92578e-06,0.0,2.31378e-08,0.00024664,1.34919,14305800000.0
142.259,332.204,10.0,0.0544652,708.404,1.19708e-06,7.21699e-05,1.1735e-05,6.09468e-06,0.0,2.27369e-08,0.000218983,1.27759,16851400000.0
142.959,349.381,10.0,0.0670282,710.292,1.59085e-06,9.97378e-05,1.33986e-05,5.88064e-06,0.0,2.23135e-08,0.000200152,1.22101,25133700000.0
143.877,361.643,10.0,0.0507266,632.852,2.3666e-06,0.00015946,1.85228e-05,5.51572e-06,0.0,2.1875e-08,0.000180125,1.16773,40207900000.0
145.217,430.095,10.0,0.0404135,658.828,4.21596e-06,0.000331878,2.89394e-05,5.75702e-06,0.0,2.10021e-08,0.000199212,1.1572,59705200000.0
146.176,440.199,10.0,0.0318348,563.119,9.01192e-06,0.000476289,3.59053e-05,6.34029e-06,0.0,1.91239e-08,0.000185682,0.870791,81284600000.0
147.628,425.877,10.0,0.0384782,400.53,2.28492e-05,0.000551623,3.56526e-05,7.13426e-06,0.0,1.59495e-08,0.000166689,0.708776,97930000000.0
147.616,408.123,10.0,0.0444157,256.483,6.93753e-05,0.000587837,3.22212e-05,8.09261e-06,0.0,1.22944e-08,0.000150529,0.61058,101501000000.0
149.717,443.202,10.0,0.0464146,153.195,0.000208605,0.000789448,3.7726e-05,9.1839e-06,0.0,9.41396e-09,0.000157197,0.573784,95853900000.0
156.919,413.54,10.0,0.0412362,32.0161,0.000419375,0.000781617,5.55028e-05,1.10234e-05,0.0,7.61081e-09,0.000139861,0.52322,81787500000.0
168.198,494.161,10.0,0.036265,0.000359593,0.000976829,0.00102061,6.60265e-05,1.2478e-05,0.0,6.65201e-09,0.000165995,0.946225,64512400000.0
179.042,486.922,10.0,0.0120364,1.31457e-10,0.00179516,0.000893591,7.40219e-05,1.32976e-05,0.0,6.19168e-09,0.000160614,0.99376,46352800000.0
188.832,443.24,10.0,0.000948705,0.0,0.0027934,0.000664718,9.1857e-05,1.40622e-05,0.0,5.99237e-09,0.00014342,0.872453,31107900000.0
195.022,473.144,10.0,0.000218199,0.0,0.00440235,0.000442494,6.31275e-05,1.45294e-05,0.0,5.95596e-09,0.000152779,0.877649,20441800000.0
201.739,475.818,10.0,1.0327e-05,0.0,0.00549535,8.0222e-05,1.23557e-05,1.78086e-05,0.0,6.01738e-09,0.000152624,0.823629,13691000000.0
205.473,459.135,10.0,3.49891e-08,0.0,0.0058381,1.34795e-05,1.48148e-06,1.78772e-05,0.0,6.1306e-09,0.000146219,0.741635,10158000000.0
209.566,455.252,10.0,3.64979e-11,0.0,0.0064859,9.7859e-06,1.01032e-09,0.0,0.0,6.25503e-09,0.000144502,0.678364,8064760000.0
212.769,430.971,10.0,3.13672e-11,0.0,0.00677016,1.4473e-05,2.81643e-11,0.0,0.0,6.35841e-09,0.000136533,0.588309,6940850000.0
216.211,452.645,10.0,5.39742e-11,0.0,0.00804714,1.98044e-05,3.54938e-11,0.0,0.0,6.46739e-09,0.000143829,0.562564,6379820000.0
219.889,493.861,10.0,5.23263e-11,0.0,0.00957992,2.58448e-05,1.55607e-11,0.0,0.0,6.62665e-09,0.00015747,0.568033,6360600000.0
221.911,547.858,10.0,2.04008e-11,0.0,0.0111907,3.31216e-05,1.27384e-12,0.0,0.0,6.82986e-09,0.000174801,0.60017,6718840000.0
222.612,600.586,10.0,2.6633e-12,0.0,0.0129769,4.11747e-05,2.15079e-12,0.0,0.0,7.01644e-09,0.000190581,0.630548,6918420000.0
223.365,637.727,10.0,1.36116e-13,0.0,0.015029,6.16074e-05,2.28187e-12,0.0,0.0,7.13009e-09,0.000200428,0.632394,6592270000.0
223.33,637.675,10.0,1.68852e-13,0.0,0.0168224,0.000110548,4.35956e-12,0.0,0.0,7.13237e-09,0.00019723,0.586798,6016750000.0
223.342,635.996,10.0,9.41899e-14,0.0,0.0183276,0.000193665,3.17036e-12,0.0,0.0,7.05782e-09,0.00019366,0.520222,5427760000.0
223.623,621.444,10.0,7.12622e-15,0.0,0.0187421,0.000295567,1.93939e-13,0.0,0.0,6.9782e-09,0.000187229,0.440241,4947510000.0
223.877,602.499,10.0,4.947e-18,0.0,0.0186952,0.000381003,3.19269e-17,0.0,0.0,6.92873e-09,0.000180437,0.385371,4617810000.0
224.856,573.946,10.0,3.23659e-18,0.0,0.0183837,0.000404403,2.19903e-16,0.0,0.0,6.90746e-09,0.000171456,0.350505,4396320000.0
226.677,557.147,10.0,1.36621e-15,0.0,0.018514,0.000341429,4.45218e-14,0.0,0.0,6.91045e-09,0.000166214,0.332015,4261630000.0
229.387,555.867,10.0,9.68341e-16,0.0,0.0190418,0.000275873,5.57422e-14,0.0,0.0,6.93041e-09,0.000165713,0.325137,4272030000.0
232.105,570.724,10.0,1.13095e-16,0.0,0.0199556,0.000282787,1.80339e-14,0.0,0.0,6.95538e-09,0.000170001,0.327288,4428790000.0
233.176,600.395,10.0,2.83948e-17,0.0,0.0212868,0.000314464,4.64849e-15,0.0,0.0,6.98146e-09,0.000178516,0.333685,4789460000.0
232.131,638.419,10.0,1.90855e-14,0.0,0.0227465,0.000370508,1.85961e-13,0.0,0.0,7.05475e-09,0.000189115,0.340132,5301590000.0
230.27,673.173,10.0,3.6754e-10,0.0,0.0239067,0.0004886,3.22628e-10,0.0,0.0,7.27481e-09,0.000198472,0.343009,5849320000.0
227.658,688.993,10.0,1.14535e-08,0.0,0.024382,0.000582651,9.50797e-08,0.0,0.0,7.74069e-09,0.000202191,0.336224,6428490000.0
225.788,698.832,10.0,3.4451e-07,0.0,0.0249069,0.000644653,2.96486e-06,3.8453e-06,0.0,8.57296e-09,0.000204032,0.32676,7073110000.0
225.73,708.191,10.0,5.97106e-06,0.0,0.0256525,0.000772821,8.03381e-06,4.40553e-06,0.0,9.86331e-09,0.00020556,0.320924,7784840000.0
224.896,711.329,10.0,9.33145e-05,0.0,0.0253276,0.00098136,1.67582e-05,9.90269e-06,0.0,1.16778e-08,0.000204869,0.315622,8532180000.0
